"Havaintoasema","Vuosi","Kuukausi","Päivä","Aika [Paikallinen aika]","Otsoni [µg/m3]","Hengitettävät hiukkaset <10 µm [µg/m3]","Pienhiukkaset <2.5 µm [µg/m3]","Ilmanlaatuindeksi [1/5]"
"Helsinki Kallio 2","2024","12","22","00:00","57.6","5.1","1.6","1"
"Helsinki Kallio 2","2024","12","22","01:00","51.6","4","2.9","1"
"Helsinki Kallio 2","2024","12","22","02:00","45.3","2.2","2.6","1"
"Helsinki Kallio 2","2024","12","22","03:00","52.5","1.5","1.7","1"
"Helsinki Kallio 2","2024","12","22","04:00","51.8","1","0.5","1"
"Helsinki Kallio 2","2024","12","22","05:00","53.1","3.7","1.1","1"
"Helsinki Kallio 2","2024","12","22","06:00","51.9","5.1","2.6","1"
"Helsinki Kallio 2","2024","12","22","07:00","53","3.8","2.1","1"
"Helsinki Kallio 2","2024","12","22","08:00","48","3.3","2.6","1"
"Helsinki Kallio 2","2024","12","22","09:00","41.1","1.4","1.4","1"
"Helsinki Kallio 2","2024","12","22","10:00","38.4","1.5","2.8","1"
"Helsinki Kallio 2","2024","12","22","11:00","38.5","3","3.6","1"
"Helsinki Kallio 2","2024","12","22","12:00","39.7","4.2","3.8","1"
"Helsinki Kallio 2","2024","12","22","13:00","37.6","4","3.4","1"
"Helsinki Kallio 2","2024","12","22","14:00","38.9","2.4","2.4","1"
"Helsinki Kallio 2","2024","12","22","15:00","38.4","2.2","2.8","1"
"Helsinki Kallio 2","2024","12","22","16:00","34.8","3.4","4.2","1"
"Helsinki Kallio 2","2024","12","22","17:00","36.2","4.4","4.8","1"
"Helsinki Kallio 2","2024","12","22","18:00","35.8","4.8","5","1"
"Helsinki Kallio 2","2024","12","22","19:00","34","5.3","5.8","1"
"Helsinki Kallio 2","2024","12","22","20:00","34.1","5.8","5.3","1"
"Helsinki Kallio 2","2024","12","22","21:00","33.4","3.3","4.2","1"
"Helsinki Kallio 2","2024","12","22","22:00","27.9","2.5","3.7","1"
"Helsinki Kallio 2","2024","12","22","23:00","31.9","1.6","3.1","1"
"Helsinki Kallio 2","2024","12","23","00:00","34.4","2.2","2.9","1"
"Helsinki Kallio 2","2024","12","23","01:00","33.4","2.7","3.9","1"
"Helsinki Kallio 2","2024","12","23","02:00","33.5","3.1","3.7","1"
"Helsinki Kallio 2","2024","12","23","03:00","36.6","3.8","4.1","1"
"Helsinki Kallio 2","2024","12","23","04:00","36.8","3.6","4.2","1"
"Helsinki Kallio 2","2024","12","23","05:00","43.5","6","4.7","1"
"Helsinki Kallio 2","2024","12","23","06:00","56.5","5.2","2.9","1"
"Helsinki Kallio 2","2024","12","23","07:00","54","7.8","5.9","1"
"Helsinki Kallio 2","2024","12","23","08:00","50.3","6.7","5.5","1"
"Helsinki Kallio 2","2024","12","23","09:00","55.9","5.6","5","1"
"Helsinki Kallio 2","2024","12","23","10:00","54","8.5","5.7","1"
"Helsinki Kallio 2","2024","12","23","11:00","53.3","10.8","6.5","1"
"Helsinki Kallio 2","2024","12","23","12:00","57.1","8.9","4.9","1"
"Helsinki Kallio 2","2024","12","23","13:00","53.9","8","5.1","1"
"Helsinki Kallio 2","2024","12","23","14:00","50.2","8","5.2","1"
"Helsinki Kallio 2","2024","12","23","15:00","50.6","8.3","6.3","1"
"Helsinki Kallio 2","2024","12","23","16:00","50.5","7.9","5.6","1"
"Helsinki Kallio 2","2024","12","23","17:00","51.2","7.1","4.5","1"
"Helsinki Kallio 2","2024","12","23","18:00","40.4","5.6","5.6","1"
"Helsinki Kallio 2","2024","12","23","19:00","39","6.3","4.9","1"
"Helsinki Kallio 2","2024","12","23","20:00","36.2","5.7","6.3","1"
"Helsinki Kallio 2","2024","12","23","21:00","49.2","4.9","3.8","1"
"Helsinki Kallio 2","2024","12","23","22:00","29.9","4","5.1","1"
"Helsinki Kallio 2","2024","12","23","23:00","33.9","4.9","5.7","1"
"Helsinki Kallio 2","2024","12","24","00:00","34.8","4.4","5.7","1"
"Helsinki Kallio 2","2024","12","24","01:00","16.5","6.8","7.3","1"
"Helsinki Kallio 2","2024","12","24","02:00","16.8","9.5","8.2","1"
"Helsinki Kallio 2","2024","12","24","03:00","17.1","9.3","9","1"
"Helsinki Kallio 2","2024","12","24","04:00","33.2","4","4.9","1"
"Helsinki Kallio 2","2024","12","24","05:00","12.1","6.4","7.3","1"
"Helsinki Kallio 2","2024","12","24","06:00","14.8","8.1","8.7","1"
"Helsinki Kallio 2","2024","12","24","07:00","18.9","6.4","7","1"
"Helsinki Kallio 2","2024","12","24","08:00","20.2","6.1","7.6","1"
"Helsinki Kallio 2","2024","12","24","09:00","22.3","5.2","6.1","1"
"Helsinki Kallio 2","2024","12","24","10:00","19.8","6.2","5.8","1"
"Helsinki Kallio 2","2024","12","24","11:00","20.3","4.5","6.5","1"
"Helsinki Kallio 2","2024","12","24","12:00","21.5","4.5","6.1","1"
"Helsinki Kallio 2","2024","12","24","13:00","26.9","2.9","4.4","1"
"Helsinki Kallio 2","2024","12","24","14:00","24.4","3.9","5","1"
"Helsinki Kallio 2","2024","12","24","15:00","26.2","4.6","5.4","1"
"Helsinki Kallio 2","2024","12","24","16:00","32.3","4.7","4.3","1"
"Helsinki Kallio 2","2024","12","24","17:00","44.4","4.2","3.8","1"
"Helsinki Kallio 2","2024","12","24","18:00","47.4","3","3.5","1"
"Helsinki Kallio 2","2024","12","24","19:00","46.6","2.9","3.5","1"
"Helsinki Kallio 2","2024","12","24","20:00","41.1","3","4","1"
"Helsinki Kallio 2","2024","12","24","21:00","38.7","2.4","3.2","1"
"Helsinki Kallio 2","2024","12","24","22:00","48.9","5.8","3.8","1"
"Helsinki Kallio 2","2024","12","24","23:00","52.7","0.4","1.1","1"
"Helsinki Kallio 2","2024","12","25","00:00","55.3","-0.4","0.5","1"
"Helsinki Kallio 2","2024","12","25","01:00","48.2","2.6","1.9","1"
"Helsinki Kallio 2","2024","12","25","02:00","47.6","1.4","2.4","1"
"Helsinki Kallio 2","2024","12","25","03:00","49.1","2.7","1.5","1"
"Helsinki Kallio 2","2024","12","25","04:00","49.6","2.3","2.3","1"
"Helsinki Kallio 2","2024","12","25","05:00","46.1","3.9","1.2","1"
"Helsinki Kallio 2","2024","12","25","06:00","51.2","0.6","1.8","1"
"Helsinki Kallio 2","2024","12","25","07:00","49.7","1.5","1.5","1"
"Helsinki Kallio 2","2024","12","25","08:00","51.1","0.5","0.3","1"
"Helsinki Kallio 2","2024","12","25","09:00","51.5","2.8","1.4","1"
"Helsinki Kallio 2","2024","12","25","10:00","49.7","0.3","2.1","1"
"Helsinki Kallio 2","2024","12","25","11:00","52.1","2.2","1.6","1"
"Helsinki Kallio 2","2024","12","25","12:00","53.5","0.1","1","1"
"Helsinki Kallio 2","2024","12","25","13:00","54.3","0.8","1.7","1"
"Helsinki Kallio 2","2024","12","25","14:00","51.5","-0.5","1.4","1"
"Helsinki Kallio 2","2024","12","25","15:00","47.5","2.4","2.5","1"
"Helsinki Kallio 2","2024","12","25","16:00","45","2.3","2.8","1"
"Helsinki Kallio 2","2024","12","25","17:00","44","4.9","3","1"
"Helsinki Kallio 2","2024","12","25","18:00","42.6","2.9","3.1","1"
"Helsinki Kallio 2","2024","12","25","19:00","40.9","2.4","3.9","1"
"Helsinki Kallio 2","2024","12","25","20:00","40.6","3.5","2.7","1"
"Helsinki Kallio 2","2024","12","25","21:00","40.7","0.8","2","1"
"Helsinki Kallio 2","2024","12","25","22:00","41.4","0.1","1.6","1"
"Helsinki Kallio 2","2024","12","25","23:00","42.1","2.7","3.2","1"
"Helsinki Kallio 2","2024","12","26","00:00","41.4","0.9","1.4","1"
"Helsinki Kallio 2","2024","12","26","01:00","43","-0.2","1.6","1"
"Helsinki Kallio 2","2024","12","26","02:00","44.9","2.1","2","1"
"Helsinki Kallio 2","2024","12","26","03:00","44.8","1.1","2.1","1"
"Helsinki Kallio 2","2024","12","26","04:00","45.9","0.6","2.4","1"
"Helsinki Kallio 2","2024","12","26","05:00","49.5","1","0.8","1"
"Helsinki Kallio 2","2024","12","26","06:00","52.8","2.1","1.2","1"
"Helsinki Kallio 2","2024","12","26","07:00","52.5","-1.2","1.1","1"
"Helsinki Kallio 2","2024","12","26","08:00","51.8","0.3","0.7","1"
"Helsinki Kallio 2","2024","12","26","09:00","53.5","0.2","2.2","1"
"Helsinki Kallio 2","2024","12","26","10:00","55.1","1.1","1.9","1"
"Helsinki Kallio 2","2024","12","26","11:00","51.5","1.6","2.3","1"
"Helsinki Kallio 2","2024","12","26","12:00","51.2","-0.1","0.9","1"
"Helsinki Kallio 2","2024","12","26","13:00","54.9","2.2","0","1"
"Helsinki Kallio 2","2024","12","26","14:00","55.5","1","2.1","1"
"Helsinki Kallio 2","2024","12","26","15:00","55.7","2.5","4.5","1"
"Helsinki Kallio 2","2024","12","26","16:00","54.9","4.2","3.4","1"
"Helsinki Kallio 2","2024","12","26","17:00","52.9","4.3","4.3","1"
"Helsinki Kallio 2","2024","12","26","18:00","52.1","3.1","4.2","1"
"Helsinki Kallio 2","2024","12","26","19:00","55.5","2.8","3.7","1"
"Helsinki Kallio 2","2024","12","26","20:00","53","3.3","4","1"
"Helsinki Kallio 2","2024","12","26","21:00","54.1","2.7","4.3","1"
"Helsinki Kallio 2","2024","12","26","22:00","54.3","2.4","3.4","1"
"Helsinki Kallio 2","2024","12","26","23:00","52.9","3.6","3.7","1"
"Helsinki Kallio 2","2024","12","27","00:00","52.7","2","3.1","1"
"Helsinki Kallio 2","2024","12","27","01:00","50.5","3.9","3.5","1"
"Helsinki Kallio 2","2024","12","27","02:00","46.8","1.7","3.7","1"
"Helsinki Kallio 2","2024","12","27","03:00","43.9","1.2","2.1","1"
"Helsinki Kallio 2","2024","12","27","04:00","43.4","1.9","2.6","1"
"Helsinki Kallio 2","2024","12","27","05:00","39","2.4","1.4","1"
"Helsinki Kallio 2","2024","12","27","06:00","37.4","3.2","3","1"
"Helsinki Kallio 2","2024","12","27","07:00","38.2","0.8","1.8","1"
"Helsinki Kallio 2","2024","12","27","08:00","34.2","2.5","2.3","1"
"Helsinki Kallio 2","2024","12","27","09:00","15","3.3","3.4","1"
"Helsinki Kallio 2","2024","12","27","10:00","22.5","7.3","5.5","1"
"Helsinki Kallio 2","2024","12","27","11:00","24.7","4.9","4","1"
"Helsinki Kallio 2","2024","12","27","12:00","27","4.6","2.9","1"
"Helsinki Kallio 2","2024","12","27","13:00","17.4","3.3","3.4","1"
"Helsinki Kallio 2","2024","12","27","14:00","30.3","1.1","3.3","1"
"Helsinki Kallio 2","2024","12","27","15:00","27.3","0.5","0.7","1"
"Helsinki Kallio 2","2024","12","27","16:00","23.9","0.3","2.5","1"
"Helsinki Kallio 2","2024","12","27","17:00","30.4","3.1","3.1","1"
"Helsinki Kallio 2","2024","12","27","18:00","30.5","-0.8","2.2","1"
"Helsinki Kallio 2","2024","12","27","19:00","34.2","0.7","2.3","1"
"Helsinki Kallio 2","2024","12","27","20:00","35.8","2.6","2.2","1"
"Helsinki Kallio 2","2024","12","27","21:00","37.1","1.9","1.8","1"
"Helsinki Kallio 2","2024","12","27","22:00","39.3","0","0.8","1"
"Helsinki Kallio 2","2024","12","27","23:00","38.2","-0.4","1.2","1"
"Helsinki Kallio 2","2024","12","28","00:00","37.7","0.1","1","1"
"Helsinki Kallio 2","2024","12","28","01:00","31.5","0.6","0.9","1"
"Helsinki Kallio 2","2024","12","28","02:00","30.5","0.6","0.7","1"
"Helsinki Kallio 2","2024","12","28","03:00","35.8","-0.8","0","1"
"Helsinki Kallio 2","2024","12","28","04:00","42.7","-0.7","0.2","1"
"Helsinki Kallio 2","2024","12","28","05:00","43.6","0","0.2","1"
"Helsinki Kallio 2","2024","12","28","06:00","43.8","-0.3","-0.3","1"
"Helsinki Kallio 2","2024","12","28","07:00","40.3","2.2","1.4","1"
"Helsinki Kallio 2","2024","12","28","08:00","39.9","-0.4","0.6","1"
"Helsinki Kallio 2","2024","12","28","09:00","49.6","0.4","1.2","1"
"Helsinki Kallio 2","2024","12","28","10:00","51.9","1.3","1.5","1"
"Helsinki Kallio 2","2024","12","28","11:00","48.8","2.3","2","1"
"Helsinki Kallio 2","2024","12","28","12:00","44.2","3.4","1.2","1"
"Helsinki Kallio 2","2024","12","28","13:00","46","1.6","1.3","1"
"Helsinki Kallio 2","2024","12","28","14:00","28.1","1.2","1.3","1"
"Helsinki Kallio 2","2024","12","28","15:00","28","3.7","2.1","1"
"Helsinki Kallio 2","2024","12","28","16:00","44.1","3.5","2.5","1"
"Helsinki Kallio 2","2024","12","28","17:00","46.4","2.1","1.6","1"
"Helsinki Kallio 2","2024","12","28","18:00","31.8","3.1","1.2","1"
"Helsinki Kallio 2","2024","12","28","19:00","29.3","0.6","1","1"
"Helsinki Kallio 2","2024","12","28","20:00","29.1","0.1","1.5","1"
"Helsinki Kallio 2","2024","12","28","21:00","29.5","-0.7","0.9","1"
"Helsinki Kallio 2","2024","12","28","22:00","32.4","-0.5","0.1","1"
"Helsinki Kallio 2","2024","12","28","23:00","28.3","1.4","0.7","1"
"Helsinki Kallio 2","2024","12","29","00:00","36.6","-0.1","0.4","1"
"Helsinki Kallio 2","2024","12","29","01:00","36.1","-1.6","-0.5","1"
"Helsinki Kallio 2","2024","12","29","02:00","40.6","-2.2","-0.7","1"
"Helsinki Kallio 2","2024","12","29","03:00","36.3","-0.3","-0.3","1"
"Helsinki Kallio 2","2024","12","29","04:00","32.3","-0.8","-1","1"
"Helsinki Kallio 2","2024","12","29","05:00","33.5","0.2","-0.9","1"
"Helsinki Kallio 2","2024","12","29","06:00","32.7","-1.4","-1.1","1"
"Helsinki Kallio 2","2024","12","29","07:00","34.2","-0.5","0.4","2"
"Helsinki Kallio 2","2024","12","29","08:00","32.1","-0.5","-0.2","2"
"Helsinki Kallio 2","2024","12","29","09:00","33.7","0.8","-1","1"
"Helsinki Kallio 2","2024","12","29","10:00","28.1","1.7","1.3","2"
"Helsinki Kallio 2","2024","12","29","11:00","31.4","0.9","1","2"
"Helsinki Kallio 2","2024","12","29","12:00","38.6","-0.9","0","1"
"Helsinki Kallio 2","2024","12","29","13:00","40.7","0.7","0.2","1"
"Helsinki Kallio 2","2024","12","29","14:00","41","-1.5","-0.9","1"
"Helsinki Kallio 2","2024","12","29","15:00","39.3","-2.2","-0.8","1"
"Helsinki Kallio 2","2024","12","29","16:00","39.2","0.4","0.4","1"
"Helsinki Kallio 2","2024","12","29","17:00","38.8","0.2","0","1"
"Helsinki Kallio 2","2024","12","29","18:00","36.8","1.4","0.6","1"
"Helsinki Kallio 2","2024","12","29","19:00","41.6","0.3","0.6","1"
"Helsinki Kallio 2","2024","12","29","20:00","43.5","1.7","1.8","1"
"Helsinki Kallio 2","2024","12","29","21:00","46.1","2.6","1.6","1"
"Helsinki Kallio 2","2024","12","29","22:00","51.2","1.5","1.8","1"
"Helsinki Kallio 2","2024","12","29","23:00","47.6","1.8","0.4","1"
"Helsinki Kallio 2","2024","12","30","00:00","46.4","2.6","0.9","1"
"Helsinki Kallio 2","2024","12","30","01:00","59.8","1.7","0.2","1"
"Helsinki Kallio 2","2024","12","30","02:00","60.2","3","-0.2","2"
"Helsinki Kallio 2","2024","12","30","03:00","61.1","1.9","-1.6","2"
"Helsinki Kallio 2","2024","12","30","04:00","61.8","1.6","-2.8","2"
"Helsinki Kallio 2","2024","12","30","05:00","64.4","2.7","0","2"
"Helsinki Kallio 2","2024","12","30","06:00","70.1","-1.2","0.4","2"
"Helsinki Kallio 2","2024","12","30","07:00","73.1","0.6","2.8","2"
"Helsinki Kallio 2","2024","12","30","08:00","71.6","2.6","3.9","2"
"Helsinki Kallio 2","2024","12","30","09:00","70.1","2.5","3","2"
"Helsinki Kallio 2","2024","12","30","10:00","66.2","0.4","2.3","2"
"Helsinki Kallio 2","2024","12","30","11:00","67.5","2.8","2.3","2"
"Helsinki Kallio 2","2024","12","30","12:00","65.6","1.2","2.4","2"
"Helsinki Kallio 2","2024","12","30","13:00","64.7","3.8","2","2"
"Helsinki Kallio 2","2024","12","30","14:00","65.1","3.9","3.6","2"
"Helsinki Kallio 2","2024","12","30","15:00","64","6.7","3.8","2"
"Helsinki Kallio 2","2024","12","30","16:00","58.7","8.7","4.3","1"
"Helsinki Kallio 2","2024","12","30","17:00","60.3","7.8","4.1","2"
"Helsinki Kallio 2","2024","12","30","18:00","59.7","7.5","3.3","1"
"Helsinki Kallio 2","2024","12","30","19:00","58.2","5.5","2.9","1"
"Helsinki Kallio 2","2024","12","30","20:00","58","7","3.1","1"
"Helsinki Kallio 2","2024","12","30","21:00","59.1","4.9","2.3","1"
"Helsinki Kallio 2","2024","12","30","22:00","57.8","5","3.2","1"
"Helsinki Kallio 2","2024","12","30","23:00","58.4","4.2","2.6","1"
"Helsinki Kallio 2","2024","12","31","00:00","57.6","4.4","2.1","1"
"Helsinki Kallio 2","2024","12","31","01:00","57.3","3.8","2","1"
"Helsinki Kallio 2","2024","12","31","02:00","55.8","1.7","1.8","1"
"Helsinki Kallio 2","2024","12","31","03:00","54.6","3.8","2","1"
"Helsinki Kallio 2","2024","12","31","04:00","54.4","1.3","1.9","1"
"Helsinki Kallio 2","2024","12","31","05:00","54.2","3.5","2.4","1"
"Helsinki Kallio 2","2024","12","31","06:00","54","3","1.8","1"
"Helsinki Kallio 2","2024","12","31","07:00","54.8","4.3","2.9","1"
"Helsinki Kallio 2","2024","12","31","08:00","53.7","4.8","1.8","1"
"Helsinki Kallio 2","2024","12","31","09:00","56.3","4.7","1.7","1"
"Helsinki Kallio 2","2024","12","31","10:00","54.1","9.1","3.5","1"
"Helsinki Kallio 2","2024","12","31","11:00","55.7","7","3.4","1"
"Helsinki Kallio 2","2024","12","31","12:00","62.9","8","2.1","2"
"Helsinki Kallio 2","2024","12","31","13:00","67","13","2.6","2"
"Helsinki Kallio 2","2024","12","31","14:00","67.3","11.1","2.4","2"
"Helsinki Kallio 2","2024","12","31","15:00","66.5","16.9","2.9","2"
"Helsinki Kallio 2","2024","12","31","16:00","66.2","13.8","3.7","2"
"Helsinki Kallio 2","2024","12","31","17:00","68.7","12.3","3.5","2"
"Helsinki Kallio 2","2024","12","31","18:00","69.4","15.4","4.3","2"
"Helsinki Kallio 2","2024","12","31","19:00","69.1","10.7","3.9","2"
"Helsinki Kallio 2","2024","12","31","20:00","67.9","12.7","5.1","2"
"Helsinki Kallio 2","2024","12","31","21:00","65.8","10.7","6","2"
"Helsinki Kallio 2","2024","12","31","22:00","63.7","13.7","10.2","2"
"Helsinki Kallio 2","2024","12","31","23:00","61.2","13.8","8.9","2"
"Helsinki Kallio 2","2025","1","1","00:00","63.3","12.3","5.3","2"
"Helsinki Kallio 2","2025","1","1","01:00","53.2","33.7","19.4","2"
"Helsinki Kallio 2","2025","1","1","02:00","61.8","25.2","11.1","2"
"Helsinki Kallio 2","2025","1","1","03:00","63.9","11.1","-0.1","2"
"Helsinki Kallio 2","2025","1","1","04:00","55.1","22.2","2.6","2"
"Helsinki Kallio 2","2025","1","1","05:00","77.5","15.7","-0.2","2"
"Helsinki Kallio 2","2025","1","1","06:00","76.3","16","1.7","2"
"Helsinki Kallio 2","2025","1","1","07:00","76.8","-0.3","-3.4","2"
"Helsinki Kallio 2","2025","1","1","08:00","74.4","-2.5","-3.7","2"
"Helsinki Kallio 2","2025","1","1","09:00","68.6","-2.4","-3.1","2"
"Helsinki Kallio 2","2025","1","1","10:00","60.6","0.2","-2","2"
"Helsinki Kallio 2","2025","1","1","11:00","53.4","-0.9","-1.1","1"
"Helsinki Kallio 2","2025","1","1","12:00","48","-1.5","-2.1","1"
"Helsinki Kallio 2","2025","1","1","13:00","43","-1.8","-1.2","1"
"Helsinki Kallio 2","2025","1","1","14:00","33.4","1.2","0.8","1"
"Helsinki Kallio 2","2025","1","1","15:00","31.2","0.9","1.8","1"
"Helsinki Kallio 2","2025","1","1","16:00","40.1","1.1","2.8","1"
"Helsinki Kallio 2","2025","1","1","17:00","50.7","0.1","2.2","1"
"Helsinki Kallio 2","2025","1","1","18:00","55.6","3","2.8","1"
"Helsinki Kallio 2","2025","1","1","19:00","54.6","2","2.2","1"
"Helsinki Kallio 2","2025","1","1","20:00","54.4","1.3","2.9","1"
"Helsinki Kallio 2","2025","1","1","21:00","52.9","2.3","3.5","1"
"Helsinki Kallio 2","2025","1","1","22:00","52.6","2.1","3.2","1"
"Helsinki Kallio 2","2025","1","1","23:00","55.8","2","2.9","1"
"Helsinki Kallio 2","2025","1","2","00:00","61.7","1.2","0.7","2"
"Helsinki Kallio 2","2025","1","2","01:00","63.8","0","1.9","2"
"Helsinki Kallio 2","2025","1","2","02:00","63.7","1.4","3","2"
"Helsinki Kallio 2","2025","1","2","03:00","64.5","2.1","3.2","2"
"Helsinki Kallio 2","2025","1","2","04:00","64.3","3.2","4.9","2"
"Helsinki Kallio 2","2025","1","2","05:00","57.5","5","4.4","1"
"Helsinki Kallio 2","2025","1","2","06:00","52.1","2.5","4.2","1"
"Helsinki Kallio 2","2025","1","2","07:00","58.9","2.7","3.6","1"
"Helsinki Kallio 2","2025","1","2","08:00","48.7","5","4.2","1"
"Helsinki Kallio 2","2025","1","2","09:00","46.5","2","3.4","1"
"Helsinki Kallio 2","2025","1","2","10:00","43.1","3.9","4.5","1"
"Helsinki Kallio 2","2025","1","2","11:00","43.7","4.9","4.8","1"
"Helsinki Kallio 2","2025","1","2","12:00","36","5","4.7","1"
"Helsinki Kallio 2","2025","1","2","13:00","35.9","5.8","5","1"
"Helsinki Kallio 2","2025","1","2","14:00","36.8","6.3","4.2","1"
"Helsinki Kallio 2","2025","1","2","15:00","33.6","6.1","5","1"
"Helsinki Kallio 2","2025","1","2","16:00","24.4","5.2","4.4","1"
"Helsinki Kallio 2","2025","1","2","17:00","33.6","5.1","4.3","1"
"Helsinki Kallio 2","2025","1","2","18:00","34.4","6.6","4.3","1"
"Helsinki Kallio 2","2025","1","2","19:00","37.8","6.2","4.8","1"
"Helsinki Kallio 2","2025","1","2","20:00","42.3","2.9","3.4","1"
"Helsinki Kallio 2","2025","1","2","21:00","50.8","3","3.3","1"
"Helsinki Kallio 2","2025","1","2","22:00","57.3","3.8","2.9","1"
"Helsinki Kallio 2","2025","1","2","23:00","58.7","1.2","2","1"
"Helsinki Kallio 2","2025","1","3","00:00","63.3","3.2","2.6","2"
"Helsinki Kallio 2","2025","1","3","01:00","61","2.8","2.7","2"
"Helsinki Kallio 2","2025","1","3","02:00","56.7","1.1","3","1"
"Helsinki Kallio 2","2025","1","3","03:00","52","2","3.4","1"
"Helsinki Kallio 2","2025","1","3","04:00","60.1","4.5","3.5","2"
"Helsinki Kallio 2","2025","1","3","05:00","61.3","0.1","1.9","2"
"Helsinki Kallio 2","2025","1","3","06:00","60.2","3.3","1.7","2"
"Helsinki Kallio 2","2025","1","3","07:00","56.7","1.3","1.3","1"
"Helsinki Kallio 2","2025","1","3","08:00","42.1","1.6","2.5","1"
"Helsinki Kallio 2","2025","1","3","09:00","37.4","2.6","3.1","1"
"Helsinki Kallio 2","2025","1","3","10:00","30.5","3","3","1"
"Helsinki Kallio 2","2025","1","3","11:00","23.4","5.6","3.4","2"
